client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies,dti_group,loan_income_group,income_group,loan_amount_group,risk_segment
CUST_09545,22,56400,MORTGAGE,6.0,EDUCATION,D,8400,14.91,1,0.15,N,2,Male,Single,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,36,0.148936170212766,16074.8527413153,0.433951289739633,14,0.497624202063372,0,High DTI,10-20%,Medium Income,Medium Loan,High Risk
CUST_09546,22,56400,MORTGAGE,6.0,PERSONAL,E,25000,16.4,1,0.44,N,3,Female,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,36,0.443262411347518,9081.10284326194,0.604274873107481,11,0.137998733249741,0,Very High DTI,>=40%,Medium Income,Very Large Loan,High Risk
CUST_09547,24,131400,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.06,N,2,Female,Divorced,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.060882800608828,35879.7201693765,0.333940031730415,6,0.110593155402157,0,Medium DTI,<10%,Very High Income,Medium Loan,High Risk
CUST_09548,24,62400,MORTGAGE,3.0,EDUCATION,A,9500,6.54,0,0.15,N,2,Male,Married,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,60,0.15224358974359,12663.842200394,0.355189778852467,1,0.24199647226643,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09549,22,62400,MORTGAGE,6.0,EDUCATION,D,2400,14.46,0,0.04,Y,2,Female,Divorced,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.0384615384615384,13315.7884186794,0.251855583632682,11,0.150823983975694,2,Medium DTI,<10%,High Income,Small Loan,High Risk
CUST_09550,22,62400,MORTGAGE,2.0,VENTURE,C,12600,13.85,0,0.2,Y,2,Male,Divorced,Master,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.201923076923077,11673.5178136919,0.388998682911729,9,0.565341409997037,0,Medium DTI,10-20%,High Income,Large Loan,High Risk
CUST_09551,25,62400,MORTGAGE,9.0,EDUCATION,D,12500,14.96,0,0.2,N,3,Female,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.200320512820513,9621.82843147951,0.35451648127371,15,0.785211326397209,1,Medium DTI,10-20%,High Income,Large Loan,High Risk
CUST_09552,25,62400,MORTGAGE,4.0,HOMEIMPROVEMENT,B,2000,10.99,0,0.03,N,4,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.032051282051282,10452.137958775,0.199553492929087,1,0.35568536084173,0,Low DTI,<10%,High Income,Small Loan,Low Risk
CUST_09553,26,183700,RENT,2.0,PERSONAL,D,8000,15.62,1,0.04,Y,4,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Part-time,24,0.0435492651061513,13144.7000866247,0.11510451870781,7,0.537272255115621,0,Low DTI,<10%,Very High Income,Medium Loan,High Risk
CUST_09554,22,30000,RENT,1.0,EDUCATION,B,8050,12.69,1,0.27,N,2,Male,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Unemployed,36,0.268333333333333,5819.71581640322,0.462323860546774,7,0.893666514611317,1,High DTI,20-30%,Low Income,Medium Loan,Medium Risk
CUST_09555,22,48000,RENT,6.0,EDUCATION,B,8050,10.0,0,0.17,N,2,Male,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,60,0.167708333333333,7754.51667220285,0.329260764004226,9,0.723959279849708,0,Medium DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09556,21,50000,RENT,5.0,DEBTCONSOLIDATION,A,8075,6.17,0,0.16,N,2,Female,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,12,0.1615,8900.092431668,0.33950184863336,10,0.902316644354478,0,Medium DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09557,22,54000,RENT,4.0,PERSONAL,C,8075,13.06,0,0.15,N,3,Male,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Part-time,60,0.149537037037037,16064.115742909,0.447020661905722,7,0.885479882912734,0,High DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09558,23,62471,MORTGAGE,4.0,EDUCATION,A,12000,6.91,0,0.19,N,2,Female,Single,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,36,0.192089129356021,7023.49017937428,0.304517138822402,5,0.436975515328643,0,Medium DTI,10-20%,High Income,Large Loan,Medium Risk
CUST_09559,23,78000,RENT,7.0,DEBTCONSOLIDATION,A,8100,7.29,0,0.1,N,2,Male,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,36,0.103846153846154,9306.83425918533,0.223164541784427,9,0.871674944523996,1,Medium DTI,<10%,High Income,Medium Loan,Low Risk
CUST_09560,24,85000,RENT,6.0,HOMEIMPROVEMENT,A,8100,7.49,0,0.1,N,2,Female,Single,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,24,0.0952941176470588,17553.5272057033,0.301806202420039,1,0.428198544551023,0,Medium DTI,<10%,High Income,Medium Loan,Medium Risk
CUST_09561,21,25000,RENT,0.0,EDUCATION,A,8125,7.9,1,0.33,N,3,Female,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Self-employed,36,0.325,1775.05181983065,0.396002072793226,12,0.178528196129848,0,Medium DTI,30-40%,Low Income,Medium Loan,High Risk
CUST_09562,25,62496,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.13,N,2,Female,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Unemployed,60,0.128008192524321,10224.6168684029,0.291612533096565,15,0.850656816493672,0,Medium DTI,10-20%,High Income,Medium Loan,Low Risk
CUST_09563,23,30000,RENT,4.0,EDUCATION,C,8125,12.68,0,0.27,N,3,Male,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,60,0.270833333333333,6532.55256272663,0.488585085424221,15,0.483173180993032,0,High DTI,20-30%,Low Income,Medium Loan,Medium Risk
CUST_09564,21,62496,MORTGAGE,1.0,EDUCATION,C,5000,12.53,0,0.08,Y,3,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,36,0.0800051203277009,4874.70783423211,0.158005437695726,9,0.917812402278382,0,Low DTI,<10%,High Income,Small Loan,High Risk
CUST_09565,21,62500,MORTGAGE,6.0,EDUCATION,A,13200,7.9,0,0.21,N,3,Female,Married,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,24,0.2112,6390.42403821504,0.313446784611441,9,0.222082259541608,0,Medium DTI,20-30%,High Income,Large Loan,Medium Risk
CUST_09566,23,62500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,23525,7.9,0,0.38,N,3,Male,Single,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,24,0.3764,14622.376207694,0.610358019323103,2,0.548370781916117,0,Very High DTI,30-40%,High Income,Very Large Loan,High Risk
CUST_09567,26,56000,RENT,6.0,HOMEIMPROVEMENT,C,8150,12.87,0,0.15,N,4,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,12,0.145535714285714,9223.00354974827,0.310232206245505,10,0.151833470148005,2,Medium DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09568,24,60500,RENT,1.0,DEBTCONSOLIDATION,D,8150,17.27,1,0.13,Y,3,Female,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Self-employed,24,0.134710743801653,3553.14963035459,0.193440489757927,13,0.21482751248056,2,Low DTI,10-20%,High Income,Medium Loan,High Risk
CUST_09569,26,62500,MORTGAGE,9.0,MEDICAL,B,8000,11.49,0,0.13,N,2,Female,Divorced,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.128,6676.73116830807,0.234827698692929,9,0.428865401068166,0,Medium DTI,10-20%,High Income,Medium Loan,Low Risk
CUST_09570,22,62500,MORTGAGE,6.0,PERSONAL,A,10000,5.99,0,0.16,N,3,Male,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.16,3261.2626344418,0.212180202151069,3,0.200837714964966,1,Medium DTI,10-20%,High Income,Medium Loan,Low Risk
CUST_09571,25,34000,RENT,4.0,VENTURE,B,8200,12.21,0,0.24,N,4,Male,Single,High School,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.241176470588235,4034.7911315301,0.359846797986179,8,0.494879158410732,0,Medium DTI,20-30%,Medium Income,Medium Loan,Medium Risk
CUST_09572,24,62500,MORTGAGE,2.0,VENTURE,A,6000,5.79,0,0.1,N,2,Female,Single,Master,Canada,BC,Vancouver,49.2827,-123.1207,Part-time,24,0.096,5859.74998371988,0.189755999739518,2,0.498971885374294,1,Low DTI,<10%,High Income,Medium Loan,Low Risk
CUST_09573,26,40000,RENT,0.0,VENTURE,A,8200,6.62,0,0.2,N,4,Male,Married,Bachelor,UK,England,London,51.5074,-0.1278,Part-time,60,0.205,10862.8339691705,0.476570849229264,6,0.226565770201649,0,High DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09574,24,40944,RENT,0.0,MEDICAL,B,8200,11.36,0,0.2,N,2,Male,Single,Master,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.200273544353263,7522.31064200511,0.383995472889925,2,0.521143550201493,1,Medium DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09575,23,55000,RENT,7.0,PERSONAL,C,8200,13.11,0,0.15,Y,3,Male,Single,PhD,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.149090909090909,9012.70678054625,0.312958305100841,1,0.830520565257285,0,Medium DTI,10-20%,Medium Income,Medium Loan,High Risk
CUST_09576,24,62500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,16000,10.38,0,0.26,N,3,Male,Single,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,36,0.256,4298.17920589595,0.324770867294335,8,0.0639050534941059,0,Medium DTI,20-30%,High Income,Large Loan,Medium Risk
CUST_09577,22,150000,RENT,2.0,EDUCATION,A,8200,6.99,0,0.05,N,3,Female,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,36,0.0546666666666666,30434.6425601373,0.257564283734249,2,0.150410548989387,0,Medium DTI,<10%,Very High Income,Medium Loan,Low Risk
CUST_09578,21,25200,RENT,1.0,EDUCATION,A,8250,7.49,1,0.33,N,4,Male,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Part-time,60,0.327380952380952,2791.31276122343,0.438147331794581,4,0.331122590696996,2,High DTI,30-40%,Low Income,Medium Loan,High Risk
CUST_09579,23,30000,RENT,5.0,MEDICAL,A,8250,7.51,0,0.28,N,4,Male,Single,Master,UK,England,London,51.5074,-0.1278,Full-time,60,0.275,8804.39733844532,0.568479911281511,7,0.225385743458856,0,High DTI,20-30%,Low Income,Medium Loan,High Risk
CUST_09580,23,62500,MORTGAGE,1.0,MEDICAL,C,9600,13.22,0,0.15,Y,3,Female,Widowed,Bachelor,UK,Wales,Swansea,51.6214,-3.9436,Full-time,36,0.1536,6792.85111976091,0.262285617916175,11,0.334105843405048,1,Medium DTI,10-20%,High Income,Medium Loan,High Risk
CUST_09581,24,62500,OWN,8.0,PERSONAL,C,6500,13.22,0,0.1,Y,2,Female,Married,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,24,0.104,16674.1729694082,0.370786767510531,9,0.0580902121836163,0,Medium DTI,<10%,High Income,Medium Loan,High Risk
CUST_09582,25,62500,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,6.0,0,0.24,N,3,Male,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,24,0.24,9486.18500042352,0.391778960006776,6,0.145271777786542,1,Medium DTI,20-30%,High Income,Large Loan,Medium Risk
CUST_09583,23,62500,MORTGAGE,7.0,VENTURE,A,4000,7.43,0,0.06,N,3,Female,Single,Master,UK,Wales,Swansea,51.6214,-3.9436,Self-employed,36,0.064,14177.0171090395,0.290832273744633,7,0.523707085652413,0,Medium DTI,<10%,High Income,Small Loan,Low Risk
CUST_09584,21,33000,RENT,4.0,PERSONAL,B,8250,10.99,0,0.25,N,2,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Unemployed,60,0.25,4946.42563024956,0.399891685765138,7,0.337545150689227,0,Medium DTI,20-30%,Medium Income,Medium Loan,Medium Risk
CUST_09585,23,62510,MORTGAGE,5.0,EDUCATION,B,12000,10.74,0,0.19,N,4,Female,Widowed,Master,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.191969284914414,4430.70103211189,0.262849160648087,9,0.700557839927464,1,Medium DTI,10-20%,High Income,Large Loan,Low Risk
CUST_09586,22,62589,OWN,4.0,VENTURE,C,7000,13.35,0,0.11,Y,2,Female,Married,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.111840738787966,11128.0355935127,0.289636127650428,11,0.481158622548318,1,Medium DTI,10-20%,High Income,Medium Loan,High Risk
CUST_09587,25,70000,RENT,6.0,EDUCATION,C,8250,13.61,1,0.12,Y,4,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Self-employed,36,0.117857142857143,15561.2173991655,0.340160248559507,1,0.347136950196859,1,Medium DTI,10-20%,High Income,Medium Loan,High Risk
CUST_09588,24,62677,MORTGAGE,2.0,MEDICAL,B,6000,10.2,0,0.1,N,2,Female,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,60,0.0957288957671873,4364.92976871702,0.165370546910621,11,0.875462884813346,0,Low DTI,<10%,High Income,Medium Loan,Low Risk
CUST_09589,26,62690,MORTGAGE,7.0,MEDICAL,B,4400,10.99,0,0.07,N,4,Female,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,24,0.0701866326367841,12216.6237441281,0.265060196907451,15,0.224233458139726,0,Medium DTI,<10%,High Income,Small Loan,Low Risk
CUST_09590,23,26000,RENT,4.0,EDUCATION,B,8300,9.99,1,0.32,N,4,Male,Single,High School,UK,England,London,51.5074,-0.1278,Part-time,36,0.319230769230769,4143.69124441141,0.478603509400439,2,0.599052959339884,2,High DTI,30-40%,Low Income,Medium Loan,High Risk
CUST_09591,25,30000,RENT,0.0,HOMEIMPROVEMENT,A,8300,8.9,1,0.28,N,3,Female,Married,Master,USA,Texas,Houston,29.7604,-95.3698,Full-time,60,0.276666666666667,3998.38937711717,0.409946312570572,6,0.88354754602446,0,High DTI,20-30%,Low Income,Medium Loan,Medium Risk
CUST_09592,22,45020,RENT,6.0,EDUCATION,B,8300,10.99,0,0.18,N,4,Female,Married,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.184362505553088,3501.60733388312,0.262141433449203,3,0.623044779022413,0,Medium DTI,10-20%,Medium Income,Medium Loan,Low Risk
CUST_09593,21,50000,RENT,5.0,DEBTCONSOLIDATION,A,8300,8.9,0,0.17,N,4,Female,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.166,14555.2815943214,0.457105631886429,6,0.904012753634884,0,High DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09594,24,83000,RENT,4.0,HOMEIMPROVEMENT,A,8300,7.88,0,0.1,N,2,Male,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.1,5624.45191779557,0.167764480937296,14,0.326972003998194,1,Low DTI,<10%,High Income,Medium Loan,Low Risk
CUST_09595,22,62892,MORTGAGE,4.0,DEBTCONSOLIDATION,C,9600,11.03,0,0.15,N,4,Female,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Part-time,60,0.152642625453158,10196.1143296795,0.314763631776371,2,0.275553478536019,1,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09596,21,62916,MORTGAGE,5.0,EDUCATION,B,15000,11.49,0,0.24,N,4,Female,Widowed,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,24,0.238413122258249,13145.4921060359,0.447350310032994,5,0.757870756704885,0,High DTI,20-30%,High Income,Large Loan,Medium Risk
CUST_09597,22,56920,MORTGAGE,6.0,VENTURE,D,10000,14.59,1,0.18,Y,2,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,24,0.175685172171469,15694.7121207148,0.45141799228241,3,0.79161205273614,1,High DTI,10-20%,Medium Income,Medium Loan,High Risk
CUST_09598,24,56972,OWN,6.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.26,N,4,Female,Single,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,36,0.263287228814154,17079.006065047,0.563066173998578,12,0.81243311413737,1,High DTI,20-30%,Medium Income,Large Loan,High Risk
CUST_09599,25,63000,MORTGAGE,9.0,PERSONAL,B,14000,12.42,0,0.22,N,2,Male,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,36,0.222222222222222,18666.1254009469,0.518509926999157,14,0.10102895859741,2,High DTI,20-30%,High Income,Large Loan,High Risk
CUST_09600,26,31200,RENT,4.0,PERSONAL,C,8325,13.49,0,0.27,N,3,Male,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.266826923076923,9282.37741936789,0.564339019851535,13,0.250102975996548,2,High DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09601,26,77100,RENT,6.0,DEBTCONSOLIDATION,A,8350,6.99,0,0.11,N,3,Female,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Self-employed,60,0.108300907911803,20036.0333149472,0.368171638326164,7,0.270168936791569,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09602,21,30000,RENT,5.0,EDUCATION,A,8400,6.03,0,0.28,N,3,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Part-time,60,0.28,7022.80293805119,0.514093431268373,14,0.539402459530386,2,High DTI,20-30%,Low Income,Medium Loan,High Risk
CUST_09603,23,63000,MORTGAGE,7.0,EDUCATION,A,20000,7.9,0,0.32,N,2,Male,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Part-time,36,0.317460317460317,10204.9893076566,0.479444274724708,6,0.423139515833539,0,High DTI,30-40%,High Income,Large Loan,High Risk
CUST_09604,24,63000,MORTGAGE,0.0,VENTURE,B,6000,9.91,0,0.1,N,4,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.0952380952380952,18533.6757172955,0.389423424084055,6,0.472670389240403,1,Medium DTI,<10%,High Income,Medium Loan,Medium Risk
CUST_09605,24,31200,RENT,2.0,VENTURE,C,8400,13.23,0,0.27,N,3,Male,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Self-employed,60,0.269230769230769,2136.166560877,0.337697646181955,12,0.304252836780342,1,Medium DTI,20-30%,Medium Income,Medium Loan,Medium Risk
CUST_09606,21,32000,RENT,2.0,DEBTCONSOLIDATION,D,8400,16.77,1,0.26,Y,4,Male,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.2625,4297.8121658107,0.396806630181584,10,0.45774554868406,1,Medium DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09607,25,63000,MORTGAGE,9.0,MEDICAL,A,20000,8.49,0,0.32,N,4,Male,Single,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,12,0.317460317460317,3881.72840519896,0.379075054050777,9,0.317143040558942,2,Medium DTI,30-40%,High Income,Large Loan,High Risk
CUST_09608,22,32000,RENT,3.0,EDUCATION,B,8400,11.49,0,0.26,N,4,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.2625,7631.24604767533,0.500976438989854,9,0.937462458382266,0,High DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09609,24,63000,MORTGAGE,5.0,VENTURE,B,20000,11.49,0,0.32,N,3,Male,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,24,0.317460317460317,6177.24562227175,0.415511835274155,13,0.918926187879111,1,High DTI,30-40%,High Income,Large Loan,High Risk
CUST_09610,23,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2,Female,Single,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,60,0.158730158730159,13392.0045060373,0.371301658825989,10,0.196156905039982,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09611,25,63000,MORTGAGE,6.0,VENTURE,F,11000,18.535,0,0.17,Y,3,Male,Single,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.174603174603175,9673.39788321348,0.32814917274942,5,0.250193885536547,2,Medium DTI,10-20%,High Income,Large Loan,High Risk
CUST_09612,23,63000,MORTGAGE,8.0,EDUCATION,A,7300,7.49,0,0.12,N,2,Male,Single,High School,UK,England,Manchester,53.4808,-2.2426,Full-time,60,0.115873015873016,7084.99018297067,0.228333177507471,2,0.930826141693818,0,Medium DTI,10-20%,High Income,Medium Loan,Low Risk
CUST_09613,21,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2,Female,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.158730158730159,10066.9807731141,0.318523504335144,1,0.257984526874851,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09614,25,34000,RENT,8.0,PERSONAL,D,8400,15.31,0,0.25,N,4,Male,Divorced,Bachelor,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,24,0.247058823529412,2352.26103993499,0.316242971762794,2,0.166763832252566,1,Medium DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09615,25,63000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,20000,9.99,0,0.32,N,2,Female,Married,High School,USA,New York,New York City,40.7128,-74.006,Part-time,36,0.317460317460317,4209.27271977291,0.384274170155125,1,0.883589036572824,1,Medium DTI,30-40%,High Income,Large Loan,High Risk
CUST_09616,24,35000,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4,Female,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,60,0.24,3463.88836759442,0.338968239074126,15,0.527271944186252,2,Medium DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09617,23,63000,MORTGAGE,7.0,MEDICAL,A,9700,5.99,0,0.15,N,4,Male,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.153968253968254,14093.2075738831,0.377669961490208,5,0.499374182254406,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09618,21,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,11200,10.99,0,0.18,N,4,Female,Married,Bachelor,UK,England,Manchester,53.4808,-2.2426,Full-time,24,0.177777777777778,7269.62990523287,0.29316872865449,3,0.588351343639681,2,Medium DTI,10-20%,High Income,Large Loan,Low Risk
CUST_09619,26,35960,RENT,10.0,MEDICAL,B,8400,11.49,0,0.23,N,3,Male,Divorced,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,36,0.233592880978865,3493.75777038634,0.330749659910632,15,0.478227960967806,0,Medium DTI,20-30%,Medium Income,Medium Loan,Medium Risk
CUST_09620,25,36000,RENT,9.0,PERSONAL,E,8400,18.64,0,0.23,Y,4,Male,Divorced,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,36,0.233333333333333,4049.47960789815,0.345818877997171,9,0.233900603848143,0,Medium DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09621,22,63000,MORTGAGE,6.0,MEDICAL,A,10800,5.99,0,0.17,N,2,Female,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.171428571428571,16978.1053301957,0.440922306828503,4,0.410913140642162,1,High DTI,10-20%,High Income,Large Loan,Medium Risk
CUST_09622,23,30000,RENT,1.0,EDUCATION,A,8400,7.49,1,0.28,N,3,Female,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,24,0.28,4281.23928503158,0.422707976167719,8,0.878291802604274,1,High DTI,20-30%,Low Income,Medium Loan,Medium Risk
CUST_09623,24,36100,RENT,3.0,EDUCATION,B,8400,11.26,0,0.23,N,4,Female,Single,Master,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.232686980609418,9497.97357315689,0.495788741638695,1,0.380605296521944,1,High DTI,20-30%,Medium Income,Medium Loan,Medium Risk
CUST_09624,23,63000,MORTGAGE,7.0,PERSONAL,A,6800,7.66,0,0.11,N,4,Female,Married,High School,USA,New York,Buffalo,42.8864,-78.8784,Full-time,24,0.107936507936508,18206.6009429627,0.39693017369782,13,0.1665032931981,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09625,22,41000,RENT,0.0,EDUCATION,A,8400,8.94,0,0.2,N,2,Female,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,24,0.204878048780488,10255.8940931997,0.455021807151211,10,0.900016756572646,0,High DTI,10-20%,Medium Income,Medium Loan,Medium Risk
CUST_09626,22,63000,MORTGAGE,6.0,VENTURE,A,8400,7.29,0,0.13,N,4,Male,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.133333333333333,9257.24828441874,0.280273782292361,8,0.271723809066395,0,Medium DTI,10-20%,High Income,Medium Loan,Low Risk
CUST_09627,22,63000,OWN,6.0,EDUCATION,D,9000,15.31,0,0.14,N,4,Female,Single,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Part-time,36,0.142857142857143,17932.282552447,0.42749654845154,15,0.76217106453716,1,High DTI,10-20%,High Income,Medium Loan,High Risk
CUST_09628,22,63000,MORTGAGE,6.0,MEDICAL,B,15000,10.99,0,0.24,N,3,Male,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.238095238095238,15428.2687831253,0.482988393382941,5,0.446980485561146,1,High DTI,20-30%,High Income,Large Loan,Medium Risk
CUST_09629,22,63000,MORTGAGE,2.0,MEDICAL,A,12000,7.66,0,0.19,N,3,Female,Married,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.19047619047619,7193.73166129558,0.304662407322152,12,0.0789918700744054,0,Medium DTI,10-20%,High Income,Large Loan,Medium Risk
CUST_09630,26,63000,MORTGAGE,10.0,MEDICAL,A,10000,6.91,0,0.16,N,2,Male,Married,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.158730158730159,12694.0506955015,0.360223026912723,7,0.434980484505029,0,Medium DTI,10-20%,High Income,Medium Loan,Medium Risk
CUST_09631,26,35500,RENT,10.0,DEBTCONSOLIDATION,D,8400,17.27,1,0.24,N,4,Male,Divorced,Bachelor,UK,England,London,51.5074,-0.1278,Full-time,60,0.236619718309859,3041.0806306939,0.322283961427997,12,0.268201201336947,0,Medium DTI,20-30%,Medium Income,Medium Loan,High Risk
CUST_09632,22,63000,MORTGAGE,6.0,EDUCATION,A,4500,5.42,0,0.07,N,2,Male,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,24,0.0714285714285714,18221.4496288057,0.360657930615964,15,0.296791475954985,1,Medium DTI,<10%,High Income,Small Loan,Medium Risk
CUST_09633,22,42000,RENT,3.0,MEDICAL,C,8400,14.35,0,0.2,N,4,Male,Single,Bachelor,USA,New York,Buffalo,42.8864,-78.8784,Part-time,24,0.2,10435.7624097067,0.448470533564446,6,0.220159793233767,0,High DTI,10-20%,Medium Income,Medium Loan,Medium Risk
